t,rt,cond,sub,a,r,acc,s,block
94,NaN,2,50,1,0,1,2,1
95,1995,2,50,2,0,1,1,1
96,1796,2,50,2,1,1,3,1
97,317,2,50,2,1,1,3,1
98,848,2,50,2,0,0,2,1
99,425,2,50,2,1,1,1,1
100,557,2,50,2,0,0,2,1
101,552,2,50,2,0,1,3,1
102,713,2,50,2,0,1,1,1
103,1254,2,50,2,0,0,2,1
104,463,2,50,2,0,1,3,1
105,850,2,50,2,1,1,1,1
106,1068,2,50,2,1,1,1,1
107,551,2,50,2,0,0,2,1
108,NaN,2,50,1,0,0,3,1
109,269,2,50,2,0,0,2,1
110,696,2,50,2,1,1,1,1
111,NaN,2,50,1,0,0,3,1
112,NaN,2,50,1,1,0,3,1
113,NaN,2,50,1,1,1,2,1
114,1045,2,50,2,1,1,1,1
115,1404,2,50,2,0,1,3,1
116,1612,2,50,2,0,0,2,1
117,1256,2,50,2,1,1,1,1
118,368,2,50,2,1,1,1,1
119,894,2,50,2,0,1,3,1
120,584,2,50,2,0,0,2,1
1,1573,1,51,2,1,0,2,1
2,705,1,51,2,0,NaN,3,1
3,738,1,51,2,1,1,1,1
4,722,1,51,2,1,NaN,3,1
5,746,1,51,2,1,1,1,1
6,780,1,51,2,0,0,2,1
7,491,1,51,2,0,NaN,3,1
8,691,1,51,2,1,1,1,1
9,1805,1,51,2,0,0,2,1
10,1075,1,51,2,1,NaN,3,1
11,1197,1,51,2,1,1,1,1
12,NaN,1,51,1,0,1,2,1
13,NaN,1,51,1,1,1,2,1
14,529,1,51,2,1,1,1,1
15,1119,1,51,2,0,NaN,3,1
16,NaN,1,51,1,0,NaN,3,1
17,NaN,1,51,1,1,1,2,1
18,375,1,51,2,1,1,1,1
19,NaN,1,51,1,0,1,2,1
20,645,1,51,2,1,1,1,1
21,NaN,1,51,1,1,NaN,3,1
22,412,1,51,2,1,1,1,1
23,NaN,1,51,1,0,NaN,3,1
24,NaN,1,51,1,1,1,2,1
25,424,1,51,2,1,1,1,1
26,NaN,1,51,1,1,1,2,1
27,NaN,1,51,1,1,NaN,3,1
28,517,1,51,2,1,1,1,1
29,NaN,1,51,1,0,1,2,1
30,NaN,1,51,1,0,NaN,3,1
31,NaN,1,51,1,0,NaN,3,1
32,533,1,51,2,1,1,1,1
33,NaN,1,51,1,1,1,2,1
34,635,1,51,2,1,NaN,3,1
35,NaN,1,51,1,1,1,2,1
36,577,1,51,2,1,1,1,1
37,436,1,51,2,0,NaN,3,1
38,559,1,51,2,0,1,1,1
39,638,1,51,2,0,0,2,1
40,NaN,1,51,1,1,1,2,1
41,1250,1,51,2,0,NaN,3,1
42,409,1,51,2,1,1,1,1
43,936,1,51,2,0,NaN,3,1
44,NaN,1,51,1,1,1,2,1
45,616,1,51,2,0,1,1,1
46,NaN,1,51,1,1,NaN,3,1
47,NaN,1,51,1,1,1,2,1
48,438,1,51,2,1,1,1,1
49,620,1,51,2,1,1,1,1
50,NaN,1,51,1,1,NaN,3,1
51,NaN,1,51,1,1,1,2,1
52,518,1,51,2,1,1,1,1
53,NaN,1,51,1,1,1,2,1
54,NaN,1,51,1,0,NaN,3,1
55,483,1,51,2,1,1,1,1
56,NaN,1,51,1,0,NaN,3,1
57,NaN,1,51,1,1,1,2,1
58,NaN,1,51,1,1,1,2,1
59,NaN,1,51,1,1,NaN,3,1
60,514,1,51,2,0,1,1,1
61,724,1,51,2,1,1,1,1
62,NaN,1,51,1,1,NaN,3,1
63,NaN,1,51,1,1,1,2,1
64,NaN,1,51,1,1,NaN,3,1
65,538,1,51,2,0,1,1,1
66,NaN,1,51,1,0,1,2,1
67,NaN,1,51,1,0,1,2,1
68,NaN,1,51,1,0,NaN,3,1
69,468,1,51,2,0,1,1,1
70,444,1,51,2,1,1,1,1
71,NaN,1,51,1,1,1,2,1
72,NaN,1,51,1,0,NaN,3,1
73,NaN,1,51,1,1,1,2,1
74,479,1,51,2,1,1,1,1
75,NaN,1,51,1,1,NaN,3,1
76,490,1,51,2,0,1,1,1
77,NaN,1,51,1,1,1,2,1
78,NaN,1,51,1,0,NaN,3,1
79,NaN,1,51,1,1,1,2,1
80,410,1,51,2,0,1,1,1
81,648,1,51,2,0,NaN,3,1
82,615,1,51,2,1,1,1,1
83,NaN,1,51,1,0,NaN,3,1
84,NaN,1,51,1,1,1,2,1
85,404,1,51,2,1,1,1,1
86,NaN,1,51,1,0,NaN,3,1
87,NaN,1,51,1,1,1,2,1
88,NaN,1,51,1,1,NaN,3,1
89,533,1,51,2,1,1,1,1
90,NaN,1,51,1,0,1,2,1
91,NaN,1,51,1,1,1,2,1
92,657,1,51,2,1,1,1,1
93,NaN,1,51,1,1,NaN,3,1
94,NaN,1,51,1,1,1,2,1
95,616,1,51,2,1,1,1,1
96,NaN,1,51,1,1,NaN,3,1
97,NaN,1,51,1,0,NaN,3,1
98,852,1,51,2,1,1,1,1
99,NaN,1,51,1,1,1,2,1
100,595,1,51,2,0,1,1,1
101,NaN,1,51,1,1,1,2,1
102,NaN,1,51,1,0,NaN,3,1
103,NaN,1,51,1,1,1,2,1
104,NaN,1,51,1,0,NaN,3,1
105,515,1,51,2,1,1,1,1
106,534,1,51,2,1,1,1,1
107,NaN,1,51,1,1,NaN,3,1
108,NaN,1,51,1,0,1,2,1
109,402,1,51,2,1,1,1,1
110,NaN,1,51,1,1,1,2,1
111,NaN,1,51,1,0,NaN,3,1
112,NaN,1,51,1,1,1,2,1
113,430,1,51,2,1,1,1,1
114,NaN,1,51,1,0,NaN,3,1
115,NaN,1,51,1,0,1,2,1
116,NaN,1,51,1,0,NaN,3,1
117,414,1,51,2,1,1,1,1
118,NaN,1,51,1,1,1,2,1
119,NaN,1,51,1,0,NaN,3,1
120,425,1,51,2,1,1,1,1
1,NaN,2,52,1,0,0,1,1
2,NaN,2,52,1,0,0,3,1
3,1318,2,52,2,0,0,2,1
4,563,2,52,2,0,1,1,1
5,827,2,52,2,1,1,3,1
6,NaN,2,52,1,1,1,2,1
7,1023,2,52,2,0,0,2,1
8,NaN,2,52,1,0,0,1,1
9,590,2,52,2,1,1,3,1
10,NaN,2,52,1,1,1,2,1
11,613,2,52,2,0,1,3,1
12,1249,2,52,2,1,1,1,1
13,NaN,2,52,1,0,0,1,1
14,439,2,52,2,0,0,2,1
15,545,2,52,2,0,1,3,1
16,NaN,2,52,1,0,0,3,1
17,851,2,52,2,1,0,2,1
18,1100,2,52,2,1,1,1,1
19,833,2,52,2,1,1,3,1
20,832,2,52,2,1,1,1,1
21,1091,2,52,2,0,0,2,1
22,748,2,52,2,1,0,2,1
23,773,2,52,2,1,1,1,1
24,530,2,52,2,0,1,3,1
25,NaN,2,52,1,0,1,2,1
26,NaN,2,52,1,0,0,1,1
27,881,2,52,2,1,1,3,1
28,NaN,2,52,1,1,0,1,1
29,887,2,52,2,0,0,2,1
30,NaN,2,52,1,1,0,3,1
31,NaN,2,52,1,1,0,3,1
32,NaN,2,52,1,0,0,1,1
33,NaN,2,52,1,0,1,2,1
34,779,2,52,2,0,1,1,1
35,1013,2,52,2,0,0,2,1
36,601,2,52,2,1,1,3,1
37,820,2,52,2,1,1,3,1
38,NaN,2,52,1,1,1,2,1
39,NaN,2,52,1,0,0,1,1
40,912,2,52,2,0,1,3,1
41,765,2,52,2,1,1,1,1
42,NaN,2,52,1,0,1,2,1
43,525,2,52,2,0,0,2,1
44,NaN,2,52,1,0,0,3,1
45,490,2,52,2,0,1,1,1
46,519,2,52,2,1,0,2,1
47,783,2,52,2,1,1,3,1
48,NaN,2,52,1,0,0,1,1
49,NaN,2,52,1,0,0,3,1
50,1140,2,52,2,1,1,1,1
51,991,2,52,2,0,0,2,1
52,NaN,2,52,1,0,0,1,1
53,1243,2,52,2,0,1,3,1
54,NaN,2,52,1,1,1,2,1
55,NaN,2,52,1,0,0,3,1
56,247,2,52,2,0,0,2,1
57,472,2,52,2,1,1,1,1
58,449,2,52,2,0,1,3,1
59,NaN,2,52,1,1,1,2,1
60,NaN,2,52,1,1,0,1,1
61,775,2,52,2,1,1,1,1
62,713,2,52,2,1,1,3,1
63,NaN,2,52,1,1,1,2,1
64,651,2,52,2,0,0,2,1
65,NaN,2,52,1,0,0,1,1
66,1015,2,52,2,0,1,3,1
67,NaN,2,52,1,0,0,1,1
68,768,2,52,2,1,1,3,1
69,921,2,52,2,0,0,2,1
70,NaN,2,52,1,1,0,3,1
71,NaN,2,52,1,1,1,2,1
72,NaN,2,52,1,0,0,1,1
73,785,2,52,2,1,1,3,1
74,NaN,2,52,1,0,0,1,1
75,989,2,52,2,0,0,2,1
76,582,2,52,2,0,1,1,1
77,779,2,52,2,0,0,2,1
78,430,2,52,2,1,1,3,1
79,772,2,52,2,0,0,2,1
80,957,2,52,2,1,1,1,1
81,NaN,2,52,1,0,0,3,1
82,NaN,2,52,1,0,0,3,1
83,433,2,52,2,0,0,2,1
84,581,2,52,2,1,1,1,1
85,NaN,2,52,1,1,1,2,1
86,NaN,2,52,1,1,0,1,1
87,675,2,52,2,1,1,3,1
88,NaN,2,52,1,0,0,3,1
89,NaN,2,52,1,0,0,1,1
90,679,2,52,2,0,0,2,1
91,741,2,52,2,1,1,1,1
92,884,2,52,2,1,0,2,1
93,NaN,2,52,1,0,0,3,1
94,1164,2,52,2,1,1,3,1
95,958,2,52,2,1,1,1,1
96,NaN,2,52,1,0,1,2,1
97,986,2,52,2,1,1,1,1
98,NaN,2,52,1,1,1,2,1
99,NaN,2,52,1,0,0,3,1
100,541,2,52,2,1,1,1,1
101,791,2,52,2,0,0,2,1
102,NaN,2,52,1,0,0,3,1
103,596,2,52,2,1,1,1,1
104,829,2,52,2,0,0,2,1
105,637,2,52,2,0,1,3,1
106,509,2,52,2,1,1,1,1
107,NaN,2,52,1,0,0,3,1
108,731,2,52,2,1,0,2,1
109,NaN,2,52,1,0,0,3,1
110,406,2,52,2,1,1,1,1
111,NaN,2,52,1,0,1,2,1
112,NaN,2,52,1,0,0,1,1
113,689,2,52,2,0,0,2,1
114,1220,2,52,2,0,1,3,1
115,459,2,52,2,1,1,3,1
116,385,2,52,2,1,0,2,1
117,NaN,2,52,1,0,0,1,1
118,1135,2,52,2,1,1,3,1
119,NaN,2,52,1,1,1,2,1
120,NaN,2,52,1,0,0,1,1
1,NaN,1,53,1,1,1,2,1
2,NaN,1,53,1,1,NaN,3,1
3,NaN,1,53,1,0,0,1,1
4,NaN,1,53,1,0,0,1,1
5,404,1,53,2,0,0,2,1
6,528,1,53,2,1,NaN,3,1
7,906,1,53,2,0,1,1,1
8,622,1,53,2,0,0,2,1
9,546,1,53,2,1,NaN,3,1
10,NaN,1,53,1,0,1,2,1
11,484,1,53,2,0,NaN,3,1
12,436,1,53,2,1,1,1,1
13,439,1,53,2,1,1,1,1
14,759,1,53,2,0,NaN,3,1
15,648,1,53,2,0,0,2,1
16,770,1,53,2,0,NaN,3,1
17,1119,1,53,2,1,1,1,1
18,1147,1,53,2,0,0,2,1
19,398,1,53,2,1,1,1,1
20,NaN,1,53,1,0,NaN,3,1
21,NaN,1,53,1,0,1,2,1
22,NaN,1,53,1,0,NaN,3,1
23,NaN,1,53,1,1,1,2,1
24,630,1,53,2,1,1,1,1
25,824,1,53,2,1,1,1,1
26,NaN,1,53,1,1,1,2,1
27,NaN,1,53,1,0,NaN,3,1
28,1342,1,53,2,1,0,2,1
29,NaN,1,53,1,1,NaN,3,1
30,387,1,53,2,1,1,1,1
31,730,1,53,2,0,0,2,1
32,993,1,53,2,1,NaN,3,1
33,411,1,53,2,1,1,1,1
34,726,1,53,2,0,NaN,3,1
35,378,1,53,2,1,1,1,1
36,630,1,53,2,0,0,2,1
37,454,1,53,2,1,1,1,1
38,956,1,53,2,1,NaN,3,1
39,NaN,1,53,1,1,1,2,1
40,503,1,53,2,1,1,1,1
41,843,1,53,2,1,NaN,3,1
42,906,1,53,2,1,0,2,1
43,483,1,53,2,0,1,1,1
44,515,1,53,2,0,0,2,1
45,388,1,53,2,1,NaN,3,1
46,NaN,1,53,1,0,1,2,1
47,646,1,53,2,1,NaN,3,1
48,631,1,53,2,1,1,1,1
49,469,1,53,2,1,1,1,1
50,829,1,53,2,0,0,2,1
51,666,1,53,2,0,NaN,3,1
52,579,1,53,2,1,NaN,3,1
53,533,1,53,2,1,1,1,1
54,795,1,53,2,1,0,2,1
55,702,1,53,2,0,0,2,1
56,NaN,1,53,1,0,0,1,1
57,484,1,53,2,0,NaN,3,1
58,838,1,53,2,0,0,2,1
59,NaN,1,53,1,1,NaN,3,1
60,335,1,53,2,0,1,1,1
61,861,1,53,2,0,1,1,1
62,551,1,53,2,0,0,2,1
63,361,1,53,2,0,NaN,3,1
64,NaN,1,53,1,1,NaN,3,1
65,NaN,1,53,1,0,0,1,1
66,NaN,1,53,1,0,1,2,1
67,969,1,53,2,1,0,2,1
68,688,1,53,2,0,1,1,1
69,406,1,53,2,1,NaN,3,1
70,624,1,53,2,1,NaN,3,1
71,NaN,1,53,1,0,0,1,1
72,394,1,53,2,1,0,2,1
73,786,1,53,2,1,1,1,1
74,828,1,53,2,1,NaN,3,1
75,NaN,1,53,1,1,1,2,1
76,NaN,1,53,1,0,1,2,1
77,552,1,53,2,1,1,1,1
78,421,1,53,2,1,NaN,3,1
79,533,1,53,2,1,1,1,1
80,456,1,53,2,0,NaN,3,1
81,660,1,53,2,1,0,2,1
82,414,1,53,2,1,1,1,1
83,NaN,1,53,1,0,NaN,3,1
84,783,1,53,2,1,0,2,1
85,678,1,53,2,1,1,1,1
86,1031,1,53,2,0,0,2,1
87,632,1,53,2,0,NaN,3,1
88,NaN,1,53,1,0,NaN,3,1
89,455,1,53,2,1,1,1,1
90,751,1,53,2,0,0,2,1
91,NaN,1,53,1,1,NaN,3,1
92,NaN,1,53,1,1,1,2,1
93,339,1,53,2,1,1,1,1
94,704,1,53,2,0,NaN,3,1
95,379,1,53,2,0,0,2,1
96,370,1,53,2,1,1,1,1
97,NaN,1,53,1,1,NaN,3,1
98,NaN,1,53,1,1,1,2,1
99,357,1,53,2,1,1,1,1
100,753,1,53,2,1,1,1,1
101,NaN,1,53,1,1,NaN,3,1
102,714,1,53,2,0,0,2,1
103,697,1,53,2,0,0,2,1
104,NaN,1,53,1,1,NaN,3,1
105,1351,1,53,2,0,1,1,1
106,744,1,53,2,1,NaN,3,1
107,716,1,53,2,1,1,1,1
108,NaN,1,53,1,1,1,2,1
109,NaN,1,53,1,1,1,2,1
110,617,1,53,2,0,NaN,3,1
111,424,1,53,2,1,1,1,1
112,464,1,53,2,0,0,2,1
113,550,1,53,2,1,1,1,1
114,563,1,53,2,1,NaN,3,1
115,417,1,53,2,1,NaN,3,1
116,NaN,1,53,1,1,1,2,1
117,388,1,53,2,1,1,1,1
118,534,1,53,2,1,1,1,1
119,NaN,1,53,1,0,NaN,3,1
120,430,1,53,2,0,0,2,1
1,NaN,1,54,1,0,NaN,3,1
2,NaN,1,54,1,0,1,2,1
3,NaN,1,54,1,0,0,1,1
4,NaN,1,54,1,1,1,2,1
5,NaN,1,54,1,0,NaN,3,1
6,NaN,1,54,1,0,0,1,1
7,NaN,1,54,1,0,0,1,1
8,NaN,1,54,1,1,1,2,1
9,NaN,1,54,1,0,NaN,3,1
10,NaN,1,54,1,0,NaN,3,1
11,447,1,54,2,0,0,2,1
12,1111,1,54,2,1,1,1,1
13,621,1,54,2,0,1,1,1
14,618,1,54,2,0,0,2,1
15,NaN,1,54,1,1,NaN,3,1
16,NaN,1,54,1,1,0,1,1
17,1013,1,54,2,1,0,2,1
18,717,1,54,2,1,NaN,3,1
19,607,1,54,2,1,1,1,1
20,658,1,54,2,0,0,2,1
21,NaN,1,54,1,1,NaN,3,1
22,1117,1,54,2,1,0,2,1
23,900,1,54,2,0,NaN,3,1
24,780,1,54,2,0,1,1,1
25,1493,1,54,2,0,0,2,1
26,682,1,54,2,1,1,1,1
27,634,1,54,2,0,NaN,3,1
28,756,1,54,2,1,1,1,1
29,NaN,1,54,1,0,NaN,3,1
30,764,1,54,2,0,0,2,1
31,NaN,1,54,1,1,NaN,3,1
32,553,1,54,2,1,1,1,1
33,NaN,1,54,1,0,1,2,1
34,824,1,54,2,1,1,1,1
35,NaN,1,54,1,1,1,2,1
36,NaN,1,54,1,0,NaN,3,1
37,580,1,54,2,0,1,1,1
38,NaN,1,54,1,1,NaN,3,1
39,1023,1,54,2,0,0,2,1
40,1052,1,54,2,1,NaN,3,1
41,NaN,1,54,1,1,1,2,1
42,704,1,54,2,0,1,1,1
43,1002,1,54,2,0,NaN,3,1
44,590,1,54,2,0,1,1,1
45,NaN,1,54,1,1,1,2,1
46,672,1,54,2,1,1,1,1
47,905,1,54,2,0,0,2,1
48,1297,1,54,2,1,NaN,3,1
49,1024,1,54,2,1,1,1,1
50,1073,1,54,2,0,NaN,3,1
51,954,1,54,2,0,0,2,1
52,1139,1,54,2,0,NaN,3,1
53,1191,1,54,2,1,1,1,1
54,892,1,54,2,0,0,2,1
55,865,1,54,2,1,NaN,3,1
56,NaN,1,54,1,0,1,2,1
57,955,1,54,2,1,1,1,1
58,1067,1,54,2,1,1,1,1
59,877,1,54,2,0,NaN,3,1
60,1307,1,54,2,0,0,2,1
61,NaN,1,54,1,1,1,2,1
62,986,1,54,2,0,NaN,3,1
63,513,1,54,2,1,1,1,1
64,771,1,54,2,1,NaN,3,1
65,NaN,1,54,1,1,1,2,1
66,NaN,1,54,1,1,0,1,1
67,1343,1,54,2,1,0,2,1
68,816,1,54,2,1,NaN,3,1
69,669,1,54,2,1,1,1,1
70,640,1,54,2,0,0,2,1
71,NaN,1,54,1,1,NaN,3,1
72,743,1,54,2,1,1,1,1
73,692,1,54,2,1,NaN,3,1
74,906,1,54,2,1,0,2,1
75,634,1,54,2,1,1,1,1
76,697,1,54,2,1,0,2,1
77,717,1,54,2,1,NaN,3,1
78,748,1,54,2,1,1,1,1
79,891,1,54,2,1,NaN,3,1
80,674,1,54,2,0,1,1,1
81,NaN,1,54,1,0,1,2,1
82,NaN,1,54,1,1,0,1,1
83,846,1,54,2,0,NaN,3,1
84,1110,1,54,2,0,0,2,1
85,NaN,1,54,1,1,NaN,3,1
86,484,1,54,2,1,1,1,1
87,804,1,54,2,0,0,2,1
88,NaN,1,54,1,1,1,2,1
89,1285,1,54,2,0,NaN,3,1
90,693,1,54,2,1,1,1,1
91,723,1,54,2,0,1,1,1
92,1064,1,54,2,0,NaN,3,1
93,850,1,54,2,0,0,2,1
94,899,1,54,2,1,NaN,3,1
95,523,1,54,2,1,1,1,1
96,462,1,54,2,1,0,2,1
97,716,1,54,2,0,NaN,3,1
98,758,1,54,2,1,1,1,1
99,NaN,1,54,1,0,1,2,1
100,1056,1,54,2,0,0,2,1
101,718,1,54,2,1,1,1,1
102,919,1,54,2,1,NaN,3,1
103,677,1,54,2,1,NaN,3,1
104,618,1,54,2,1,1,1,1
105,NaN,1,54,1,1,1,2,1
106,NaN,1,54,1,1,1,2,1
107,737,1,54,2,0,1,1,1
108,NaN,1,54,1,0,NaN,3,1
109,NaN,1,54,1,0,1,2,1
110,590,1,54,2,1,NaN,3,1
111,474,1,54,2,1,1,1,1
112,691,1,54,2,0,NaN,3,1
113,NaN,1,54,1,0,1,2,1
114,522,1,54,2,1,1,1,1
115,570,1,54,2,1,1,1,1
116,658,1,54,2,1,NaN,3,1
117,563,1,54,2,0,0,2,1
118,997,1,54,2,0,NaN,3,1
119,NaN,1,54,1,0,1,2,1
120,508,1,54,2,1,1,1,1
1,NaN,1,55,1,1,NaN,3,1
2,NaN,1,55,1,0,0,1,1
3,NaN,1,55,1,1,1,2,1
4,NaN,1,55,1,1,NaN,3,1
5,NaN,1,55,1,1,1,2,1
6,NaN,1,55,1,0,0,1,1
7,529,1,55,2,0,1,1,1
8,412,1,55,2,0,NaN,3,1
9,506,1,55,2,0,0,2,1
10,NaN,1,55,1,1,1,2,1
11,359,1,55,2,1,NaN,3,1
12,363,1,55,2,1,1,1,1
13,505,1,55,2,0,0,2,1
14,535,1,55,2,1,1,1,1
15,NaN,1,55,1,0,NaN,3,1
16,808,1,55,2,0,NaN,3,1
17,825,1,55,2,0,0,2,1
18,NaN,1,55,1,0,0,1,1
19,842,1,55,2,1,1,1,1
20,NaN,1,55,1,0,1,2,1
21,NaN,1,55,1,1,NaN,3,1
22,NaN,1,55,1,0,0,1,1
23,NaN,1,55,1,1,1,2,1
24,600,1,55,2,1,NaN,3,1
25,NaN,1,55,1,0,1,2,1
26,670,1,55,2,1,1,1,1
27,NaN,1,55,1,0,NaN,3,1
28,721,1,55,2,0,0,2,1
29,NaN,1,55,1,1,0,1,1
30,NaN,1,55,1,1,NaN,3,1
31,492,1,55,2,1,NaN,3,1
32,437,1,55,2,0,0,2,1
33,1323,1,55,2,1,1,1,1
34,NaN,1,55,1,0,1,2,1
35,701,1,55,2,1,1,1,1
36,1244,1,55,2,1,NaN,3,1
37,NaN,1,55,1,0,NaN,3,1
38,456,1,55,2,1,1,1,1
39,NaN,1,55,1,1,1,2,1
40,NaN,1,55,1,1,1,2,1
41,452,1,55,2,1,1,1,1
42,NaN,1,55,1,1,NaN,3,1
43,NaN,1,55,1,1,NaN,3,1
44,990,1,55,2,0,0,2,1
45,NaN,1,55,1,0,0,1,1
46,1927,1,55,2,1,NaN,3,1
47,NaN,1,55,1,1,0,1,1
48,616,1,55,2,0,0,2,1
49,NaN,1,55,1,1,1,2,1
50,497,1,55,2,1,NaN,3,1
51,466,1,55,2,1,1,1,1
52,532,1,55,2,0,0,2,1
53,NaN,1,55,1,1,NaN,3,1
54,479,1,55,2,1,1,1,1
55,1845,1,55,2,0,0,2,1
56,351,1,55,2,1,1,1,1
57,695,1,55,2,1,NaN,3,1
58,532,1,55,2,1,NaN,3,1
59,513,1,55,2,0,0,2,1
60,NaN,1,55,1,0,0,1,1
61,NaN,1,55,1,0,1,2,1
62,687,1,55,2,0,NaN,3,1
63,680,1,55,2,1,1,1,1
64,326,1,55,2,1,1,1,1
65,NaN,1,55,1,1,1,2,1
66,516,1,55,2,0,NaN,3,1
67,355,1,55,2,1,1,1,1
68,544,1,55,2,1,0,2,1
69,564,1,55,2,1,NaN,3,1
70,NaN,1,55,1,0,0,1,1
71,1746,1,55,2,1,NaN,3,1
72,373,1,55,2,0,0,2,1
73,NaN,1,55,1,1,1,2,1
74,NaN,1,55,1,1,NaN,3,1
75,NaN,1,55,1,0,0,1,1
76,NaN,1,55,1,0,0,1,1
77,NaN,1,55,1,0,NaN,3,1
78,433,1,55,2,0,0,2,1
79,33,1,55,2,1,0,2,1
80,525,1,55,2,1,1,1,1
81,767,1,55,2,0,NaN,3,1
82,613,1,55,2,1,NaN,3,1
83,1116,1,55,2,1,0,2,1
84,1416,1,55,2,1,1,1,1
85,554,1,55,2,0,1,1,1
86,566,1,55,2,0,NaN,3,1
87,633,1,55,2,0,0,2,1
88,325,1,55,2,0,1,1,1
89,702,1,55,2,0,NaN,3,1
90,634,1,55,2,0,0,2,1
91,587,1,55,2,1,0,2,1
92,414,1,55,2,1,1,1,1
93,334,1,55,2,1,NaN,3,1
94,426,1,55,2,1,1,1,1
95,487,1,55,2,1,0,2,1
96,365,1,55,2,1,NaN,3,1
97,336,1,55,2,0,0,2,1
98,466,1,55,2,1,1,1,1
99,554,1,55,2,0,NaN,3,1
100,567,1,55,2,1,1,1,1
101,534,1,55,2,0,0,2,1
102,1165,1,55,2,1,NaN,3,1
103,245,1,55,2,0,0,2,1
104,NaN,1,55,1,0,NaN,3,1
105,470,1,55,2,1,1,1,1
106,465,1,55,2,1,0,2,1
107,643,1,55,2,0,NaN,3,1
108,563,1,55,2,1,1,1,1
109,855,1,55,2,0,0,2,1
110,587,1,55,2,0,NaN,3,1
111,542,1,55,2,1,1,1,1
112,506,1,55,2,1,1,1,1
113,465,1,55,2,1,0,2,1
114,475,1,55,2,0,NaN,3,1
115,386,1,55,2,0,0,2,1
116,326,1,55,2,1,NaN,3,1
117,914,1,55,2,0,1,1,1
118,415,1,55,2,0,NaN,3,1
119,465,1,55,2,1,1,1,1
120,583,1,55,2,1,0,2,1
1,986,2,56,2,1,1,3,1
2,405,2,56,2,1,0,2,1
3,375,2,56,2,1,1,1,1
4,401,2,56,2,1,1,1,1
5,419,2,56,2,1,0,2,1
6,400,2,56,2,1,1,3,1
7,419,2,56,2,1,1,3,1
8,361,2,56,2,0,0,2,1
9,462,2,56,2,1,1,1,1
10,675,2,56,2,1,1,1,1
11,363,2,56,2,0,0,2,1
12,NaN,2,56,1,0,0,3,1
13,487,2,56,2,0,1,1,1
14,312,2,56,2,1,1,3,1
15,579,2,56,2,0,0,2,1
16,335,2,56,2,1,1,3,1
17,NaN,2,56,1,1,1,2,1
18,NaN,2,56,1,0,0,1,1
19,NaN,2,56,1,1,1,2,1
20,918,2,56,2,1,1,1,1
21,509,2,56,2,1,1,3,1
22,456,2,56,2,1,1,3,1
23,NaN,2,56,1,1,1,2,1
24,NaN,2,56,1,0,0,1,1
25,378,2,56,2,0,0,2,1
26,390,2,56,2,1,1,3,1
27,NaN,2,56,1,0,0,1,1
28,NaN,2,56,1,0,0,1,1
29,367,2,56,2,0,0,2,1
30,566,2,56,2,1,1,3,1
31,451,2,56,2,1,1,3,1
32,527,2,56,2,0,0,2,1
33,NaN,2,56,1,0,0,1,1
34,NaN,2,56,1,0,0,1,1
35,495,2,56,2,0,0,2,1
36,321,2,56,2,1,1,3,1
37,NaN,2,56,1,0,0,1,1
38,556,2,56,2,1,0,2,1
39,445,2,56,2,0,1,3,1
40,445,2,56,2,0,1,3,1
41,500,2,56,2,1,0,2,1
42,NaN,2,56,1,0,0,1,1
43,NaN,2,56,1,0,0,1,1
44,433,2,56,2,0,0,2,1
45,507,2,56,2,0,1,3,1
46,637,2,56,2,1,1,3,1
47,450,2,56,2,1,0,2,1
48,NaN,2,56,1,0,0,1,1
49,458,2,56,2,1,1,3,1
50,NaN,2,56,1,0,0,1,1
51,377,2,56,2,0,0,2,1
52,NaN,2,56,1,1,1,2,1
53,NaN,2,56,1,0,0,1,1
54,383,2,56,2,1,1,3,1
55,481,2,56,2,0,0,2,1
56,347,2,56,2,1,1,3,1
57,NaN,2,56,1,0,0,1,1
58,NaN,2,56,1,0,0,1,1
59,364,2,56,2,0,0,2,1
60,423,2,56,2,1,1,3,1
61,875,2,56,2,1,1,3,1
62,NaN,2,56,1,0,0,1,1
63,426,2,56,2,0,0,2,1
64,NaN,2,56,1,1,0,1,1
65,370,2,56,2,1,1,3,1
66,635,2,56,2,1,0,2,1
67,456,2,56,2,0,0,2,1
68,434,2,56,2,1,1,3,1
69,NaN,2,56,1,0,0,1,1
70,NaN,2,56,1,1,0,1,1
71,358,2,56,2,0,1,3,1
72,487,2,56,2,0,0,2,1
73,NaN,2,56,1,1,1,2,1
74,377,2,56,2,0,1,3,1
75,599,2,56,2,1,1,1,1
76,560,2,56,2,1,0,2,1
77,NaN,2,56,1,0,0,1,1
78,676,2,56,2,1,1,3,1
79,NaN,2,56,1,1,1,2,1
80,1098,2,56,2,1,1,1,1
81,NaN,2,56,1,1,0,3,1
82,544,2,56,2,1,1,1,1
83,573,2,56,2,1,0,2,1
84,NaN,2,56,1,0,0,3,1
85,553,2,56,2,1,1,3,1
86,NaN,2,56,1,0,0,1,1
87,496,2,56,2,0,0,2,1
88,367,2,56,2,1,1,3,1
89,NaN,2,56,1,1,0,1,1
90,532,2,56,2,0,0,2,1
91,524,2,56,2,1,1,1,1
92,NaN,2,56,1,1,1,2,1
93,529,2,56,2,1,1,3,1
94,620,2,56,2,0,0,2,1
95,764,2,56,2,1,1,1,1
96,800,2,56,2,0,1,3,1
97,776,2,56,2,0,0,2,1
98,350,2,56,2,1,1,3,1
99,NaN,2,56,1,0,0,1,1
